regimen_name,regimen_id,ingredient_name,ingredient_concept_id
"L-Asparaginase, Vincristine, Prednisone",35804093,Prednisone,1551099
"L-Asparaginase, Vincristine, Prednisone",35804093,ASPARAGINASE,19012585
Mercaptopurine and Prednisone,35804094,mercaptopurine,1436650
Mercaptopurine and Prednisone,35804094,Prednisone,1551099
Methotrexate monotherapy,35804095,Methotrexate,1305058
Daunorubicin and Prednisone,35804097,Daunorubicin,1311799
Daunorubicin and Prednisone,35804097,Prednisone,1551099
Pentostatin monotherapy,35804098,Pentostatin,19031224
Dabrafenib and Trametinib,35804100,dabrafenib,43532299
Dabrafenib and Trametinib,35804100,trametinib,43532497
Vemurafenib monotherapy,35804101,Vemurafenib,40241937
Doxorubicin monotherapy,35804134,Doxorubicin,1338512
Gemcitabine monotherapy,35804135,gemcitabine,1314924
Mitomycin monotherapy,35804136,Mitomycin,1389036
Atezolizumab monotherapy,35804138,atezolizumab,42629079
Pirarubicin monotherapy,35804139,Pirarubicin,19093366
Thiotepa monotherapy,35804140,Thiotepa,19137385
MCV,35804143,Methotrexate,1305058
MCV,35804143,Cisplatin,1397599
MCV,35804143,Vinblastine,19008264
Cisplatin and RT,35804144,Cisplatin,1397599
MVAC,35804146,Methotrexate,1305058
MVAC,35804146,Doxorubicin,1338512
MVAC,35804146,Cisplatin,1397599
MVAC,35804146,Vinblastine,19008264
"MVAC, dose-dense",35804148,Methotrexate,1305058
"MVAC, dose-dense",35804148,Doxorubicin,1338512
"MVAC, dose-dense",35804148,Cisplatin,1397599
"MVAC, dose-dense",35804148,Vinblastine,19008264
"Cisplatin, Paclitaxel, RT",35804151,Paclitaxel,1378382
"Cisplatin, Paclitaxel, RT",35804151,Cisplatin,1397599
Gemcitabine and RT,35804152,gemcitabine,1314924
Paclitaxel and RT,35804153,Paclitaxel,1378382
PGC,35804154,gemcitabine,1314924
PGC,35804154,Paclitaxel,1378382
PGC,35804154,Cisplatin,1397599
Cisplatin and Methotrexate,35804155,Methotrexate,1305058
Cisplatin and Methotrexate,35804155,Cisplatin,1397599
Carboplatin and Gemcitabine,35804156,gemcitabine,1314924
Carboplatin and Gemcitabine,35804156,Carboplatin,1344905
CISCA,35804157,Cyclophosphamide,1310317
CISCA,35804157,Doxorubicin,1338512
CISCA,35804157,Cisplatin,1397599
Gemcitabine and Paclitaxel,35804158,gemcitabine,1314924
Gemcitabine and Paclitaxel,35804158,Paclitaxel,1378382
Avelumab monotherapy,35804159,avelumab,1593273
Docetaxel monotherapy,35804162,docetaxel,1315942
Docetaxel and Ramucirumab,35804163,docetaxel,1315942
Docetaxel and Ramucirumab,35804163,ramucirumab,44818489
Durvalumab monotherapy,35804164,durvalumab,1594034
Erdafitinib monotherapy,35804165,erdafitinib,1511250
Paclitaxel monotherapy,35804166,Paclitaxel,1378382
Pemetrexed monotherapy,35804168,pemetrexed,1304919
Tagraxofusp monotherapy,35804170,tagraxofusp,1356361
Denosumab monotherapy,35804178,denosumab,40222444
AC,35804199,Cyclophosphamide,1310317
AC,35804199,Doxorubicin,1338512
Neratinib and Paclitaxel,35804200,neratinib,793846
Neratinib and Paclitaxel,35804200,Paclitaxel,1378382
TH (Taxol),35804201,Paclitaxel,1378382
TH (Taxol),35804201,trastuzumab,1387104
THL (Taxol),35804203,lapatinib,1359548
THL (Taxol),35804203,Paclitaxel,1378382
THL (Taxol),35804203,trastuzumab,1387104
TL (Taxol),35804204,lapatinib,1359548
TL (Taxol),35804204,Paclitaxel,1378382
AC and Bevacizumab,35804206,Cyclophosphamide,1310317
AC and Bevacizumab,35804206,Doxorubicin,1338512
AC and Bevacizumab,35804206,bevacizumab,1397141
Docetaxel and Bevacizumab,35804207,docetaxel,1315942
Docetaxel and Bevacizumab,35804207,bevacizumab,1397141
ddAC,35804208,Cyclophosphamide,1310317
ddAC,35804208,Doxorubicin,1338512
DE,35804210,docetaxel,1315942
DE,35804210,Epirubicin,1344354
EC,35804211,Cyclophosphamide,1310317
EC,35804211,Epirubicin,1344354
FEC,35804212,Fluorouracil,955632
FEC,35804212,Cyclophosphamide,1310317
FEC,35804212,Epirubicin,1344354
DI EC,35804213,Cyclophosphamide,1310317
DI EC,35804213,Epirubicin,1344354
EDC,35804214,docetaxel,1315942
EDC,35804214,capecitabine,1337620
EDC,35804214,Epirubicin,1344354
EP,35804215,Epirubicin,1344354
EP,35804215,Paclitaxel,1378382
FAC,35804216,Fluorouracil,955632
FAC,35804216,Cyclophosphamide,1310317
FAC,35804216,Doxorubicin,1338512
THP (Taxotere),35804217,docetaxel,1315942
THP (Taxotere),35804217,trastuzumab,1387104
THP (Taxotere),35804217,pertuzumab,42801287
PET,35804218,Epirubicin,1344354
PET,35804218,Paclitaxel,1378382
PET,35804218,Cisplatin,1397599
TAC (Taxotere),35804219,Cyclophosphamide,1310317
TAC (Taxotere),35804219,docetaxel,1315942
TAC (Taxotere),35804219,Doxorubicin,1338512
TH (Taxotere),35804220,docetaxel,1315942
TH (Taxotere),35804220,trastuzumab,1387104
Tamoxifen monotherapy,35804221,Tamoxifen,1436678
Trastuzumab monotherapy,35804222,trastuzumab,1387104
CMF,35804224,Fluorouracil,955632
CMF,35804224,Methotrexate,1305058
CMF,35804224,Cyclophosphamide,1310317
THP (Taxol),35804225,Paclitaxel,1378382
THP (Taxol),35804225,trastuzumab,1387104
THP (Taxol),35804225,pertuzumab,42801287
AT (Taxol),35804226,Doxorubicin,1338512
AT (Taxol),35804226,Paclitaxel,1378382
Capecitabine monotherapy,35804227,capecitabine,1337620
Epirubicin monotherapy,35804228,Epirubicin,1344354
ddTH (Taxotere),35804230,docetaxel,1315942
ddTH (Taxotere),35804230,trastuzumab,1387104
CMFT,35804231,Fluorouracil,955632
CMFT,35804231,Methotrexate,1305058
CMFT,35804231,Cyclophosphamide,1310317
CMFT,35804231,Tamoxifen,1436678
TC (Taxotere),35804232,Cyclophosphamide,1310317
TC (Taxotere),35804232,docetaxel,1315942
ddA,35804233,Doxorubicin,1338512
ddTH (Taxol),35804234,Paclitaxel,1378382
ddTH (Taxol),35804234,trastuzumab,1387104
ddC,35804235,Cyclophosphamide,1310317
ddEC,35804236,Cyclophosphamide,1310317
ddEC,35804236,Epirubicin,1344354
ddFEC,35804237,Fluorouracil,955632
ddFEC,35804237,Cyclophosphamide,1310317
ddFEC,35804237,Epirubicin,1344354
ddT (Taxotere),35804238,docetaxel,1315942
iddEPC,35804239,Cyclophosphamide,1310317
iddEPC,35804239,Epirubicin,1344354
iddEPC,35804239,Paclitaxel,1378382
Goserelin and Tamoxifen,35804240,Goserelin,1366310
Goserelin and Tamoxifen,35804240,Tamoxifen,1436678
Vinorelbine monotherapy,35804241,vinorelbine,1343346
VH,35804242,vinorelbine,1343346
VH,35804242,trastuzumab,1387104
Lapatinib and Trastuzumab,35804243,lapatinib,1359548
Lapatinib and Trastuzumab,35804243,trastuzumab,1387104
AT (Taxotere),35804244,docetaxel,1315942
AT (Taxotere),35804244,Doxorubicin,1338512
Capecitabine and Bevacizumab,35804245,capecitabine,1337620
Capecitabine and Bevacizumab,35804245,bevacizumab,1397141
TX (Taxotere),35804246,docetaxel,1315942
TX (Taxotere),35804246,capecitabine,1337620
Capecitabine and Paclitaxel,35804247,capecitabine,1337620
Capecitabine and Paclitaxel,35804247,Paclitaxel,1378382
"Capecitabine and Paclitaxel, nanoparticle albumin-bound",35804248,capecitabine,1337620
"Capecitabine and Paclitaxel, nanoparticle albumin-bound",35804248,Paclitaxel,1378382
Doxorubicin pegylated liposomal monotherapy,35804249,doxorubicin liposome,19051649
EC and Bevacizumab,35804250,Cyclophosphamide,1310317
EC and Bevacizumab,35804250,Epirubicin,1344354
EC and Bevacizumab,35804250,bevacizumab,1397141
Epirubicin and Vinorelbine,35804251,vinorelbine,1343346
Epirubicin and Vinorelbine,35804251,Epirubicin,1344354
FAC and Bevacizumab,35804252,Fluorouracil,955632
FAC and Bevacizumab,35804252,Cyclophosphamide,1310317
FAC and Bevacizumab,35804252,Doxorubicin,1338512
FAC and Bevacizumab,35804252,bevacizumab,1397141
FEC and Bevacizumab,35804253,Fluorouracil,955632
FEC and Bevacizumab,35804253,Cyclophosphamide,1310317
FEC and Bevacizumab,35804253,Epirubicin,1344354
FEC and Bevacizumab,35804253,bevacizumab,1397141
MC,35804254,Cyclophosphamide,1310317
Paclitaxel and Bevacizumab,35804255,Paclitaxel,1378382
Paclitaxel and Bevacizumab,35804255,bevacizumab,1397141
"Paclitaxel, nanoparticle albumin-bound and Bevacizumab",35804256,Paclitaxel,1378382
"Paclitaxel, nanoparticle albumin-bound and Bevacizumab",35804256,bevacizumab,1397141
Abemaciclib monotherapy,35804258,abemaciclib,792649
Capecitabine and Ixabepilone,35804259,capecitabine,1337620
Capecitabine and Ixabepilone,35804259,ixabepilone,19025348
Cisplatin and Vinorelbine,35804260,vinorelbine,1343346
Cisplatin and Vinorelbine,35804260,Cisplatin,1397599
Doxorubicin and Bevacizumab,35804261,Doxorubicin,1338512
Doxorubicin and Bevacizumab,35804261,bevacizumab,1397141
Doxorubicin non-pegylated liposomal and Bevacizumab,35804263,bevacizumab,1397141
Doxorubicin pegylated liposomal and Bevacizumab,35804264,bevacizumab,1397141
Doxorubicin pegylated liposomal and Bevacizumab,35804264,doxorubicin liposome,19051649
Eribulin monotherapy,35804265,eribulin,40230712
Gemcitabine and Bevacizumab,35804266,gemcitabine,1314924
Gemcitabine and Bevacizumab,35804266,bevacizumab,1397141
Ixabepilone monotherapy,35804267,ixabepilone,19025348
Vinorelbine and Bevacizumab,35804268,vinorelbine,1343346
Vinorelbine and Bevacizumab,35804268,bevacizumab,1397141
Olaparib monotherapy,35804269,olaparib,45892579
Talazoparib monotherapy,35804270,talazoparib,35201068
Anastrozole monotherapy,35804271,anastrozole,1348265
Anastrozole and Goserelin,35804272,anastrozole,1348265
Anastrozole and Goserelin,35804272,Goserelin,1366310
Letrozole monotherapy,35804273,letrozole,1315946
Exemestane monotherapy,35804274,exemestane,1398399
Goserelin monotherapy,35804276,Goserelin,1366310
Leuprolide monotherapy,35804277,Leuprolide,1351541
Tamoxifen and OFS,35804278,Tamoxifen,1436678
Toremifene monotherapy,35804279,Toremifene,1342346
Abemaciclib and Anastrozole,35804280,abemaciclib,792649
Abemaciclib and Anastrozole,35804280,anastrozole,1348265
Abemaciclib and Letrozole,35804281,abemaciclib,792649
Abemaciclib and Letrozole,35804281,letrozole,1315946
Anastrozole and Fulvestrant,35804282,fulvestrant,1304044
Anastrozole and Fulvestrant,35804282,anastrozole,1348265
Anastrozole and Ribociclib,35804283,anastrozole,1348265
Anastrozole and Ribociclib,35804283,ribociclib,1592911
Fulvestrant monotherapy,35804284,fulvestrant,1304044
Fulvestrant and Ribociclib,35804285,fulvestrant,1304044
Fulvestrant and Ribociclib,35804285,ribociclib,1592911
Letrozole and Bevacizumab,35804286,letrozole,1315946
Letrozole and Bevacizumab,35804286,bevacizumab,1397141
Letrozole and Palbociclib,35804287,letrozole,1315946
Letrozole and Palbociclib,35804287,palbociclib,45892075
Letrozole and Ribociclib,35804288,letrozole,1315946
Letrozole and Ribociclib,35804288,ribociclib,1592911
Ribociclib and Tamoxifen,35804289,Tamoxifen,1436678
Ribociclib and Tamoxifen,35804289,ribociclib,1592911
Tamoxifen and Prednisolone,35804290,Tamoxifen,1436678
Tamoxifen and Prednisolone,35804290,prednisolone,1550557
Anastrozole and Trastuzumab,35804291,anastrozole,1348265
Anastrozole and Trastuzumab,35804291,trastuzumab,1387104
Lapatinib and Letrozole,35804292,letrozole,1315946
Lapatinib and Letrozole,35804292,lapatinib,1359548
"Lapatinib, Letrozole, Trastuzumab",35804293,letrozole,1315946
"Lapatinib, Letrozole, Trastuzumab",35804293,lapatinib,1359548
"Lapatinib, Letrozole, Trastuzumab",35804293,trastuzumab,1387104
Abemaciclib and Fulvestrant,35804294,abemaciclib,792649
Abemaciclib and Fulvestrant,35804294,fulvestrant,1304044
Everolimus and Exemestane,35804295,exemestane,1398399
Everolimus and Exemestane,35804295,everolimus,19011440
Everolimus and Tamoxifen,35804296,Tamoxifen,1436678
Everolimus and Tamoxifen,35804296,everolimus,19011440
Fulvestrant and Palbociclib,35804297,fulvestrant,1304044
Fulvestrant and Palbociclib,35804297,palbociclib,45892075
ECH,35804298,Cyclophosphamide,1310317
ECH,35804298,Epirubicin,1344354
ECH,35804298,trastuzumab,1387104
FEC and H,35804299,Fluorouracil,955632
FEC and H,35804299,Cyclophosphamide,1310317
FEC and H,35804299,Epirubicin,1344354
FEC and H,35804299,trastuzumab,1387104
TCHP (Taxotere),35804300,docetaxel,1315942
TCHP (Taxotere),35804300,Carboplatin,1344905
TCHP (Taxotere),35804300,trastuzumab,1387104
TCHP (Taxotere),35804300,pertuzumab,42801287
T-DM1 and ET,35804302,Tamoxifen,1436678
T-DM1 and ET,35804302,ado-trastuzumab emtansine,43525787
Trastuzumab and ET,35804305,trastuzumab,1387104
Trastuzumab and ET,35804305,Tamoxifen,1436678
Neratinib monotherapy,35804306,neratinib,793846
"TCH (Taxotere, Carboplatin)",35804307,docetaxel,1315942
"TCH (Taxotere, Carboplatin)",35804307,Carboplatin,1344905
"TCH (Taxotere, Carboplatin)",35804307,trastuzumab,1387104
"TCH (Taxotere, Cyclophosphamide)",35804308,Cyclophosphamide,1310317
"TCH (Taxotere, Cyclophosphamide)",35804308,docetaxel,1315942
"TCH (Taxotere, Cyclophosphamide)",35804308,trastuzumab,1387104
ACH,35804309,Cyclophosphamide,1310317
ACH,35804309,Doxorubicin,1338512
ACH,35804309,trastuzumab,1387104
"Capecitabine, Bevacizumab, Trastuzumab",35804310,capecitabine,1337620
"Capecitabine, Bevacizumab, Trastuzumab",35804310,trastuzumab,1387104
"Capecitabine, Bevacizumab, Trastuzumab",35804310,bevacizumab,1397141
Capecitabine and Lapatinib,35804311,capecitabine,1337620
Capecitabine and Lapatinib,35804311,lapatinib,1359548
Capecitabine and Trastuzumab,35804312,capecitabine,1337620
Capecitabine and Trastuzumab,35804312,trastuzumab,1387104
Pertuzumab and T-DM1,35804313,pertuzumab,42801287
Pertuzumab and T-DM1,35804313,ado-trastuzumab emtansine,43525787
Pertuzumab and Trastuzumab,35804314,trastuzumab,1387104
Pertuzumab and Trastuzumab,35804314,pertuzumab,42801287
TPC,35804315,Carboplatin,1344905
TPC,35804315,Paclitaxel,1378382
TPC,35804315,trastuzumab,1387104
Capecitabine and Neratinib,35804316,neratinib,793846
Capecitabine and Neratinib,35804316,capecitabine,1337620
"Capecitabine, Pertuzumab, Trastuzumab",35804317,capecitabine,1337620
"Capecitabine, Pertuzumab, Trastuzumab",35804317,trastuzumab,1387104
"Capecitabine, Pertuzumab, Trastuzumab",35804317,pertuzumab,42801287
Carboplatin and nab-Paclitaxel,35804318,Carboplatin,1344905
Carboplatin and nab-Paclitaxel,35804318,Paclitaxel,1378382
Bevacizumab-containing therapy,35804319,bevacizumab,1397141
nab-Paclitaxel monotherapy,35804320,Paclitaxel,1378382
nab-Paclitaxel and Atezolizumab,35804321,Paclitaxel,1378382
nab-Paclitaxel and Atezolizumab,35804321,atezolizumab,42629079
Enzalutamide monotherapy,35804322,enzalutamide,42900250
CVAP,35804323,Vincristine,1308290
CVAP,35804323,Cyclophosphamide,1310317
CVAP,35804323,Doxorubicin,1338512
CVAP,35804323,prednisolone,1550557
ACT,35804324,Cyclophosphamide,1310317
ACT,35804324,Doxorubicin,1338512
ACT,35804324,Tamoxifen,1436678
CAMFP,35804325,Fluorouracil,955632
CAMFP,35804325,Methotrexate,1305058
CAMFP,35804325,Cyclophosphamide,1310317
CAMFP,35804325,Doxorubicin,1338512
CAMFP,35804325,Prednisone,1551099
CEF/CMF,35804327,Fluorouracil,955632
CEF/CMF,35804327,Methotrexate,1305058
CEF/CMF,35804327,Cyclophosphamide,1310317
CEF/CMF,35804327,Epirubicin,1344354
CFP,35804328,Fluorouracil,955632
CFP,35804328,Cyclophosphamide,1310317
CFP,35804328,Prednisone,1551099
CFP and Oophorectomy,35804329,Fluorouracil,955632
CFP and Oophorectomy,35804329,Cyclophosphamide,1310317
CFP and Oophorectomy,35804329,Prednisone,1551099
CMFL,35804330,Fluorouracil,955632
CMFL,35804330,Methotrexate,1305058
CMFL,35804330,Cyclophosphamide,1310317
CMFL,35804330,Leucovorin,1388796
CMFP,35804331,Fluorouracil,955632
CMFP,35804331,Methotrexate,1305058
CMFP,35804331,Cyclophosphamide,1310317
CMFP,35804331,Prednisone,1551099
CMFPT,35804334,Fluorouracil,955632
CMFPT,35804334,Methotrexate,1305058
CMFPT,35804334,Cyclophosphamide,1310317
CMFPT,35804334,Tamoxifen,1436678
CMFPT,35804334,Prednisone,1551099
CMFVP,35804335,Fluorouracil,955632
CMFVP,35804335,Methotrexate,1305058
CMFVP,35804335,Vincristine,1308290
CMFVP,35804335,Cyclophosphamide,1310317
CMFVP,35804335,Prednisone,1551099
CPB,35804336,Cyclophosphamide,1310317
CPB,35804336,Carmustine,1350066
CPB,35804336,Cisplatin,1397599
"CTCb, then auto HSCT",35804337,Cyclophosphamide,1310317
"CTCb, then auto HSCT",35804337,Carboplatin,1344905
"CTCb, then auto HSCT",35804337,Thiotepa,19137385
"ECT, then auto HSCT",35804338,Cyclophosphamide,1310317
"ECT, then auto HSCT",35804338,Epirubicin,1344354
"ECT, then auto HSCT",35804338,Thiotepa,19137385
FAC and BCG,35804339,Fluorouracil,955632
FAC and BCG,35804339,Cyclophosphamide,1310317
FAC and BCG,35804339,Doxorubicin,1338512
FNC,35804340,Fluorouracil,955632
FNC,35804340,Mitoxantrone,1309188
FNC,35804340,Cyclophosphamide,1310317
Levamisole monotherapy,35804341,Levamisole,1389464
MF,35804342,Fluorouracil,955632
MF,35804342,Methotrexate,1305058
MV,35804343,Methotrexate,1305058
MV,35804343,Vinblastine,19008264
PAF,35804345,Fluorouracil,955632
PAF,35804345,Melphalan,1301267
PAF,35804345,Doxorubicin,1338512
PF,35804346,Fluorouracil,955632
PF,35804346,Melphalan,1301267
PFT,35804347,Fluorouracil,955632
PFT,35804347,Melphalan,1301267
PFT,35804347,Tamoxifen,1436678
PT,35804348,Tamoxifen,1436678
PT,35804348,Prednisone,1551099
TMF,35804349,Fluorouracil,955632
TMF,35804349,Methotrexate,1305058
TMF,35804349,Thiotepa,19137385
Aminoglutethimide monotherapy,35804350,Aminoglutethimide,1503057
CAMF,35804351,Fluorouracil,955632
CAMF,35804351,Methotrexate,1305058
CAMF,35804351,Cyclophosphamide,1310317
CAMF,35804351,Doxorubicin,1338512
CAF and MPA,35804352,Fluorouracil,955632
CAF and MPA,35804352,Cyclophosphamide,1310317
CAF and MPA,35804352,Doxorubicin,1338512
CAF and MPA,35804352,Medroxyprogesterone,1500211
Chlorambucil and Prednisolone,35804353,Chlorambucil,1390051
Chlorambucil and Prednisolone,35804353,prednisolone,1550557
"CHUT, then auto HSCT",35804354,Cyclophosphamide,1310317
"CHUT, then auto HSCT",35804354,Thiotepa,19137385
CMFV,35804355,Fluorouracil,955632
CMFV,35804355,Methotrexate,1305058
CMFV,35804355,Vincristine,1308290
CMFV,35804355,Cyclophosphamide,1310317
DES monotherapy,35804356,Diethylstilbestrol,1525866
Estradiol monotherapy,35804357,Estradiol,1548195
Fluoxymesterone monotherapy,35804358,Fluoxymesterone,1555887
Formestane monotherapy,35804359,formestane,19020079
Medroxyprogesterone monotherapy,35804360,Medroxyprogesterone,1500211
Megestrol monotherapy,35804361,Megestrol,1300978
Methotrexate and Thiotepa,35804362,Methotrexate,1305058
Methotrexate and Thiotepa,35804362,Thiotepa,19137385
Mitoxantrone monotherapy,35804363,Mitoxantrone,1309188
TAD (Tamoxifen),35804364,Tamoxifen,1436678
TAD (Tamoxifen),35804364,Aminoglutethimide,1503057
TAD (Tamoxifen),35804364,Danazol,1511449
VAC (Adriamycin),35804365,Vincristine,1308290
VAC (Adriamycin),35804365,Cyclophosphamide,1310317
VAC (Adriamycin),35804365,Doxorubicin,1338512
VAP,35804366,Vincristine,1308290
VAP,35804366,Doxorubicin,1338512
VAP,35804366,prednisolone,1550557
COP,35804369,Vincristine,1308290
COP,35804369,Cyclophosphamide,1310317
COP,35804369,Prednisone,1551099
COPADM,35804370,Methotrexate,1305058
COPADM,35804370,Vincristine,1308290
COPADM,35804370,Cyclophosphamide,1310317
COPADM,35804370,Doxorubicin,1338512
COPADM,35804370,Prednisone,1551099
R-COPADM,35804371,Methotrexate,1305058
R-COPADM,35804371,Vincristine,1308290
R-COPADM,35804371,Cyclophosphamide,1310317
R-COPADM,35804371,rituximab,1314273
R-COPADM,35804371,Doxorubicin,1338512
R-COPADM,35804371,prednisolone,1550557
BASIC,35804372,Methotrexate,1305058
BASIC,35804372,Vincristine,1308290
BASIC,35804372,Cyclophosphamide,1310317
BASIC,35804372,rituximab,1314273
BASIC,35804372,Prednisone,1551099
CALGB 10-002 regimen,35804373,Methotrexate,1305058
CALGB 10-002 regimen,35804373,Vincristine,1308290
CALGB 10-002 regimen,35804373,Cyclophosphamide,1310317
CALGB 10-002 regimen,35804373,Cytarabine,1311078
CALGB 10-002 regimen,35804373,rituximab,1314273
CALGB 10-002 regimen,35804373,Doxorubicin,1338512
CALGB 10-002 regimen,35804373,Etoposide,1350504
CALGB 10-002 regimen,35804373,Dexamethasone,1518254
CALGB 10-002 regimen,35804373,Ifosfamide,19078187
CODOX-M,35804374,Methotrexate,1305058
CODOX-M,35804374,Vincristine,1308290
CODOX-M,35804374,Cyclophosphamide,1310317
CODOX-M,35804374,Doxorubicin,1338512
CODOX-M/IVAC,35804375,Methotrexate,1305058
CODOX-M/IVAC,35804375,Vincristine,1308290
CODOX-M/IVAC,35804375,Cyclophosphamide,1310317
CODOX-M/IVAC,35804375,Cytarabine,1311078
CODOX-M/IVAC,35804375,Doxorubicin,1338512
CODOX-M/IVAC,35804375,Etoposide,1350504
CODOX-M/IVAC,35804375,Ifosfamide,19078187
COPAD,35804376,Vincristine,1308290
COPAD,35804376,Cyclophosphamide,1310317
COPAD,35804376,Doxorubicin,1338512
COPAD,35804376,Prednisone,1551099
CYM,35804377,Methotrexate,1305058
CYM,35804377,Cytarabine,1311078
DA-R-EPOCH,35804378,Vincristine,1308290
DA-R-EPOCH,35804378,Cyclophosphamide,1310317
DA-R-EPOCH,35804378,rituximab,1314273
DA-R-EPOCH,35804378,Doxorubicin,1338512
DA-R-EPOCH,35804378,Etoposide,1350504
DA-R-EPOCH,35804378,Prednisone,1551099
GMALL-R,35804379,Methotrexate,1305058
GMALL-R,35804379,Vincristine,1308290
GMALL-R,35804379,Cyclophosphamide,1310317
GMALL-R,35804379,Cytarabine,1311078
GMALL-R,35804379,rituximab,1314273
GMALL-R,35804379,Doxorubicin,1338512
GMALL-R,35804379,Etoposide,1350504
GMALL-R,35804379,Dexamethasone,1518254
GMALL-R,35804379,Prednisone,1551099
GMALL-R,35804379,Vindesine,19008336
GMALL-R,35804379,Ifosfamide,19078187
GMALL-R,35804379,Teniposide,19136750
R-CODOX-M,35804380,Methotrexate,1305058
R-CODOX-M,35804380,Vincristine,1308290
R-CODOX-M,35804380,Cyclophosphamide,1310317
R-CODOX-M,35804380,rituximab,1314273
R-CODOX-M,35804380,Doxorubicin,1338512
R-CODOX-M/R-IVAC,35804381,Methotrexate,1305058
R-CODOX-M/R-IVAC,35804381,Vincristine,1308290
R-CODOX-M/R-IVAC,35804381,Cyclophosphamide,1310317
R-CODOX-M/R-IVAC,35804381,Cytarabine,1311078
R-CODOX-M/R-IVAC,35804381,rituximab,1314273
R-CODOX-M/R-IVAC,35804381,Doxorubicin,1338512
R-CODOX-M/R-IVAC,35804381,Etoposide,1350504
R-CODOX-M/R-IVAC,35804381,Ifosfamide,19078187
R-CODOX-M (Doxil substituted),35804382,Methotrexate,1305058
R-CODOX-M (Doxil substituted),35804382,Vincristine,1308290
R-CODOX-M (Doxil substituted),35804382,Cyclophosphamide,1310317
R-CODOX-M (Doxil substituted),35804382,rituximab,1314273
R-CODOX-M (Doxil substituted),35804382,doxorubicin liposome,19051649
R-CODOX-M/R-IVAC (Doxil substituted),35804383,Methotrexate,1305058
R-CODOX-M/R-IVAC (Doxil substituted),35804383,Vincristine,1308290
R-CODOX-M/R-IVAC (Doxil substituted),35804383,Cyclophosphamide,1310317
R-CODOX-M/R-IVAC (Doxil substituted),35804383,Cytarabine,1311078
R-CODOX-M/R-IVAC (Doxil substituted),35804383,rituximab,1314273
R-CODOX-M/R-IVAC (Doxil substituted),35804383,Etoposide,1350504
R-CODOX-M/R-IVAC (Doxil substituted),35804383,doxorubicin liposome,19051649
R-CODOX-M/R-IVAC (Doxil substituted),35804383,Ifosfamide,19078187
COPAD/CYVE,35804385,Vincristine,1308290
COPAD/CYVE,35804385,Cyclophosphamide,1310317
COPAD/CYVE,35804385,Cytarabine,1311078
COPAD/CYVE,35804385,Doxorubicin,1338512
COPAD/CYVE,35804385,Etoposide,1350504
COPAD/CYVE,35804385,Prednisone,1551099
Dexamethasone monotherapy,35804388,Dexamethasone,1518254
Alectinib monotherapy,35804390,alectinib,35604657
Ceritinib monotherapy,35804391,ceritinib,44818466
Afatinib monotherapy,35804392,Afatinib,43533090
Osimertinib monotherapy,35804394,osimertinib,35605522
Mercaptopurine and WBRT,35804404,mercaptopurine,1436650
R-CHOEP-14,35804406,Vincristine,1308290
R-CHOEP-14,35804406,Cyclophosphamide,1310317
R-CHOEP-14,35804406,rituximab,1314273
R-CHOEP-14,35804406,Doxorubicin,1338512
R-CHOEP-14,35804406,Etoposide,1350504
R-CHOEP-14,35804406,Prednisone,1551099
"BCNU/TT, then auto HSCT",35804411,Carmustine,1350066
"BCNU/TT, then auto HSCT",35804411,Thiotepa,19137385
"Cytarabine, Methotrexate, Rituximab",35804412,Methotrexate,1305058
"Cytarabine, Methotrexate, Rituximab",35804412,Cytarabine,1311078
"Cytarabine, Methotrexate, Rituximab",35804412,rituximab,1314273
MATRix,35804413,Methotrexate,1305058
MATRix,35804413,Cytarabine,1311078
MATRix,35804413,rituximab,1314273
MATRix,35804413,Thiotepa,19137385
"Bu/TT, then auto HSCT",35804414,Busulfan,1333357
"Bu/TT, then auto HSCT",35804414,Thiotepa,19137385
"Lomustine, Methotrexate, Procarbazine",35804415,Methotrexate,1305058
"Lomustine, Methotrexate, Procarbazine",35804415,Procarbazine,1351779
"Lomustine, Methotrexate, Procarbazine",35804415,Lomustine,1391846
"Lomustine, Methotrexate, Procarbazine, Methylprednisolone",35804416,Methotrexate,1305058
"Lomustine, Methotrexate, Procarbazine, Methylprednisolone",35804416,Procarbazine,1351779
"Lomustine, Methotrexate, Procarbazine, Methylprednisolone",35804416,Lomustine,1391846
"Lomustine, Methotrexate, Procarbazine, Methylprednisolone",35804416,Methylprednisolone,1506270
"Methotrexate, then Cytarabine",35804417,Methotrexate,1305058
"Methotrexate, then Cytarabine",35804417,Cytarabine,1311078
"BEAM, then auto HSCT",35804418,Melphalan,1301267
"BEAM, then auto HSCT",35804418,Cytarabine,1311078
"BEAM, then auto HSCT",35804418,Carmustine,1350066
"BEAM, then auto HSCT",35804418,Etoposide,1350504
"Methotrexate, then Cytarabine and Thiotepa",35804419,Methotrexate,1305058
"Methotrexate, then Cytarabine and Thiotepa",35804419,Cytarabine,1311078
"Methotrexate, then Cytarabine and Thiotepa",35804419,Thiotepa,19137385
Methotrexate and Rituximab,35804420,Methotrexate,1305058
Methotrexate and Rituximab,35804420,rituximab,1314273
MPV,35804421,Methotrexate,1305058
MPV,35804421,Vincristine,1308290
MPV,35804421,Procarbazine,1351779
MT-R,35804422,Methotrexate,1305058
MT-R,35804422,rituximab,1314273
MT-R,35804422,temozolomide,1341149
MVBP,35804423,Methotrexate,1305058
MVBP,35804423,Carmustine,1350066
