concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
35804077,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35804051,35803267,Has supportive med,2019-05-27,2099-12-31,NA
35805244,35803584,Has context,2019-05-27,2099-12-31,NA
35803429,35803008,Has local therapy,2019-05-27,2099-12-31,NA
35803178,35806160,Has brand name,2019-05-27,2099-12-31,NA
35807168,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35804347,35803584,Has context,2019-05-27,2099-12-31,NA
35804144,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804779,1397141,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803101,35805742,Has brand name,2019-05-27,2099-12-31,NA
35803672,35803670,Has context,2019-05-27,2099-12-31,NA
35807025,1397141,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805469,1717704,Has support med Rx,2019-05-27,2099-12-31,NA
35805826,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803516,35802909,Has antineoplastic,2019-05-27,2099-12-31,NA
35807019,1378382,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805350,35804141,Has context,2019-05-27,2099-12-31,NA
35804310,35802921,Has antineoplastic,2019-05-27,2099-12-31,NA
35804798,35804160,Has supportive med,2019-05-27,2099-12-31,NA
35804146,35803384,Has antineoplastic,2019-05-27,2099-12-31,NA
35803527,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35803429,1305058,Has local therap Rx,2019-05-27,2099-12-31,NA
35804523,40171288,Has immunosuppr Rx,2019-05-27,2099-12-31,NA
35805809,1329241,Has antineopl Rx,2019-05-27,2099-12-31,NA
35802904,35807196,May have route,2019-05-27,2099-12-31,NA
35807240,35807190,Is a,2019-05-27,2099-12-31,NA
35805027,1305058,Has local therap Rx,2019-05-27,2099-12-31,NA
35802975,35804840,Has brand name,2019-05-27,2099-12-31,NA
35803682,35803584,Has context,2019-05-27,2099-12-31,NA
35804017,19015523,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803562,19078097,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803351,35807196,May have route,2019-05-27,2099-12-31,NA
35806596,1318011,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804309,1387104,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806893,1318011,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804372,35803296,Has antineoplastic,2019-05-27,2099-12-31,NA
35802903,35807196,May have route,2019-05-27,2099-12-31,NA
35806980,35803480,Has context,2019-05-27,2099-12-31,NA
35803178,35806166,Has brand name,2019-05-27,2099-12-31,NA
35805248,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35807019,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806304,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35807423,35807190,Is a,2019-05-27,2099-12-31,NA
35803102,35807195,Is a,2019-05-27,2099-12-31,NA
35804144,35803670,Has context,2019-05-27,2099-12-31,NA
35805126,1344905,Has antineopl Rx,2019-05-27,2099-12-31,NA
35807044,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805078,1318011,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804260,35803584,Has context,2019-05-27,2099-12-31,NA
35803527,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35803231,35807203,Is a,2019-05-27,2099-12-31,NA
35807025,35802921,Has antineoplastic,2019-05-27,2099-12-31,NA
35806111,35803584,Has context,2019-05-27,2099-12-31,NA
35806323,46221435,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803594,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804014,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35805061,35803181,Has antineoplastic,2019-05-27,2099-12-31,NA
35803537,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806112,35803584,Has context,2019-05-27,2099-12-31,NA
35804306,35803584,Has context,2019-05-27,2099-12-31,NA
35806269,1717704,Has support med Rx,2019-05-27,2099-12-31,NA
35804199,35803584,Has context,2019-05-27,2099-12-31,NA
35804615,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35807328,35807476,Is a,2019-05-27,2099-12-31,NA
35807016,1344905,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805094,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35803676,35803480,Has context,2019-05-27,2099-12-31,NA
35805030,35803480,Has context,2019-05-27,2099-12-31,NA
35806948,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35803509,35802996,Has antineoplastic,2019-05-27,2099-12-31,NA
35804317,42801287,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806172,35802974,Has supportive med,2019-05-27,2099-12-31,NA
35805030,35803296,Has antineoplastic,2019-05-27,2099-12-31,NA
35803155,35806031,Has brand name,2019-05-27,2099-12-31,NA
35804157,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805062,35803095,Has antineoplastic,2019-05-27,2099-12-31,NA
35805835,35803095,Has antineoplastic,2019-05-27,2099-12-31,NA
35806466,35804141,Has context,2019-05-27,2099-12-31,NA
35803733,35803267,Has supportive med,2019-05-27,2099-12-31,NA
35803207,35807190,Is a,2019-05-27,2099-12-31,NA
35803365,35807251,Is a,2019-05-27,2099-12-31,NA
35804071,35803480,Has context,2019-05-27,2099-12-31,NA
35803243,35807340,Is a,2019-05-27,2099-12-31,NA
35803439,35802996,Has antineoplastic,2019-05-27,2099-12-31,NA
35804051,35802979,Has local therapy,2019-05-27,2099-12-31,NA
35804539,35803169,Has supportive med,2019-05-27,2099-12-31,NA
35806173,1308738,Has support med Rx,2019-05-27,2099-12-31,NA
35806097,35803113,Has antineoplastic,2019-05-27,2099-12-31,NA
35806272,1703687,Has support med Rx,2019-05-27,2099-12-31,NA
35804334,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804199,35804141,Has context,2019-05-27,2099-12-31,NA
35804530,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35803186,35807215,Is a,2019-05-27,2099-12-31,NA
35803621,35804578,Has supportive med,2019-05-27,2099-12-31,NA
35807027,1329241,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804539,1389036,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804375,35802979,Has local therapy,2019-05-27,2099-12-31,NA
35806327,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806980,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35803118,35807288,Is a,2019-05-27,2099-12-31,NA
35804320,35803228,Has antineoplastic,2019-05-27,2099-12-31,NA
35803150,35807266,May have route,2019-05-27,2099-12-31,NA
35806115,35803584,Has context,2019-05-27,2099-12-31,NA
35804051,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35804071,35802996,Has antineoplastic,2019-05-27,2099-12-31,NA
35807025,1318011,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803229,35806540,Has brand name,2019-05-27,2099-12-31,NA
35804051,1717704,Has support med Rx,2019-05-27,2099-12-31,NA
35805348,35804141,Has context,2019-05-27,2099-12-31,NA
35803575,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805349,1344905,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804260,35803480,Has context,2019-05-27,2099-12-31,NA
35806296,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35805851,35803172,Has antineoplastic,2019-05-27,2099-12-31,NA
35804615,35803240,Has supportive med,2019-05-27,2099-12-31,NA
35806596,35803584,Has context,2019-05-27,2099-12-31,NA
35803269,35807342,Is a,2019-05-27,2099-12-31,NA
35802975,35804863,Has brand name,2019-05-27,2099-12-31,NA
35803264,35807247,Is a,2019-05-27,2099-12-31,NA
35804214,35802939,Has antineoplastic,2019-05-27,2099-12-31,NA
35806115,791967,Has support med Rx,2019-05-27,2099-12-31,NA
35804007,975125,Has support med Rx,2019-05-27,2099-12-31,NA
35803676,914335,Has support med Rx,2019-05-27,2099-12-31,NA
35805465,19012585,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806269,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35802913,35807196,May have route,2019-05-27,2099-12-31,NA
35804168,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35803395,35807195,Is a,2019-05-27,2099-12-31,NA
35805069,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35802870,35807196,May have route,2019-05-27,2099-12-31,NA
35805804,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806054,19024249,Has support med Rx,2019-05-27,2099-12-31,NA
35803395,35807215,Is a,2019-05-27,2099-12-31,NA
35805092,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806822,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35806951,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35805052,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35806273,1511646,Has support med Rx,2019-05-27,2099-12-31,NA
35805457,35802987,Has antineoplastic,2019-05-27,2099-12-31,NA
35803520,19078097,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804144,35804141,Has context,2019-05-27,2099-12-31,NA
35806175,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35804077,35803115,Has antineoplastic,2019-05-27,2099-12-31,NA
35806468,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803448,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35802955,35807196,May have route,2019-05-27,2099-12-31,NA
35803434,35802996,Has antineoplastic,2019-05-27,2099-12-31,NA
35807445,35807471,Is a,2019-05-27,2099-12-31,NA
35804295,19011440,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803275,35807195,Is a,2019-05-27,2099-12-31,NA
35805364,35803584,Has context,2019-05-27,2099-12-31,NA
35804313,35803250,Has antineoplastic,2019-05-27,2099-12-31,NA
35803179,35806211,Has brand name,2019-05-27,2099-12-31,NA
35805365,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803429,35802979,Has local therapy,2019-05-27,2099-12-31,NA
35803269,35807196,May have route,2019-05-27,2099-12-31,NA
35803155,35806043,Has brand name,2019-05-27,2099-12-31,NA
35806375,35803480,Has context,2019-05-27,2099-12-31,NA
35804566,35803095,Has antineoplastic,2019-05-27,2099-12-31,NA
35803453,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35804383,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806316,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35805124,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35806466,35803584,Has context,2019-05-27,2099-12-31,NA
35806625,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806432,1389036,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803255,35806651,Has brand name,2019-05-27,2099-12-31,NA
35804559,35803095,Has antineoplastic,2019-05-27,2099-12-31,NA
35803122,35807196,May have route,2019-05-27,2099-12-31,NA
35806471,35802987,Has antineoplastic,2019-05-27,2099-12-31,NA
35806980,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806893,35802939,Has antineoplastic,2019-05-27,2099-12-31,NA
35803224,35807207,Is a,2019-05-27,2099-12-31,NA
35804089,35802996,Has antineoplastic,2019-05-27,2099-12-31,NA
35804383,35803296,Has antineoplastic,2019-05-27,2099-12-31,NA
35805030,35803670,Has context,2019-05-27,2099-12-31,NA
35803061,35807243,Is a,2019-05-27,2099-12-31,NA
35807339,35807247,Is a,2019-05-27,2099-12-31,NA
35803360,35807190,Is a,2019-05-27,2099-12-31,NA
35806296,35803075,Has supportive med,2019-05-27,2099-12-31,NA
35804036,1305058,Has local therap Rx,2019-05-27,2099-12-31,NA
35803229,35807220,Is a,2019-05-27,2099-12-31,NA
35804225,35803584,Has context,2019-05-27,2099-12-31,NA
35804228,35804141,Has context,2019-05-27,2099-12-31,NA
35806172,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35805104,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806337,35803181,Has antineoplastic,2019-05-27,2099-12-31,NA
35804419,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806435,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804051,1338512,Has local therap Rx,2019-05-27,2099-12-31,NA
35804058,35803480,Has context,2019-05-27,2099-12-31,NA
35803114,35807225,Is a,2019-05-27,2099-12-31,NA
35803692,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35804755,1318011,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806111,1344905,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804616,19015523,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805092,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35805348,35802939,Has antineoplastic,2019-05-27,2099-12-31,NA
35806173,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35804372,35802979,Has local therapy,2019-05-27,2099-12-31,NA
35805859,35803384,Has antineoplastic,2019-05-27,2099-12-31,NA
35803199,35807327,Is a,2019-05-27,2099-12-31,NA
35804089,19012585,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805342,1000560,Has support med Rx,2019-05-27,2099-12-31,NA
35805346,35804141,Has context,2019-05-27,2099-12-31,NA
35803360,35807063,Has brand name,2019-05-27,2099-12-31,NA
35803229,35806522,Has brand name,2019-05-27,2099-12-31,NA
35804212,35803584,Has context,2019-05-27,2099-12-31,NA
35805855,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803028,35807190,Is a,2019-05-27,2099-12-31,NA
35803227,35806514,Has brand name,2019-05-27,2099-12-31,NA
35803150,35807321,Is a,2019-05-27,2099-12-31,NA
35805364,1000560,Has support med Rx,2019-05-27,2099-12-31,NA
35804759,35803584,Has context,2019-05-27,2099-12-31,NA
35805457,1311443,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804092,19012585,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806355,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35804431,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805033,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35803453,35802996,Has antineoplastic,2019-05-27,2099-12-31,NA
35805244,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35803390,35807196,May have route,2019-05-27,2099-12-31,NA
35805766,35803670,Has context,2019-05-27,2099-12-31,NA
35804572,35803211,Has antineoplastic,2019-05-27,2099-12-31,NA
35805246,1378382,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805784,19051649,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803621,35803296,Has antineoplastic,2019-05-27,2099-12-31,NA
35805826,1329241,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804146,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803529,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35804077,35803480,Has context,2019-05-27,2099-12-31,NA
35803305,35807196,May have route,2019-05-27,2099-12-31,NA
35803354,35807195,Is a,2019-05-27,2099-12-31,NA
35803034,35805239,Has brand name,2019-05-27,2099-12-31,NA
35803122,35807195,Is a,2019-05-27,2099-12-31,NA
35803478,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35803221,35807196,May have route,2019-05-27,2099-12-31,NA
35805451,35804141,Has context,2019-05-27,2099-12-31,NA
35804200,35804141,Has context,2019-05-27,2099-12-31,NA
35806304,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805365,1397141,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804051,35803075,Has supportive med,2019-05-27,2099-12-31,NA
35804144,35803480,Has context,2019-05-27,2099-12-31,NA
35807018,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35806439,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805033,35803296,Has antineoplastic,2019-05-27,2099-12-31,NA
35806982,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804375,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35805712,35803584,Has context,2019-05-27,2099-12-31,NA
35806953,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803229,35806517,Has brand name,2019-05-27,2099-12-31,NA
35804808,1318011,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804428,35803480,Has context,2019-05-27,2099-12-31,NA
35805093,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804200,35803200,Has antineoplastic,2019-05-27,2099-12-31,NA
35806466,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805349,35803670,Has context,2019-05-27,2099-12-31,NA
35807023,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804432,35804160,Has supportive med,2019-05-27,2099-12-31,NA
35803154,35806014,Has brand name,2019-05-27,2099-12-31,NA
35802936,35804438,Has brand name,2019-05-27,2099-12-31,NA
35804235,35803584,Has context,2019-05-27,2099-12-31,NA
35804015,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35803590,35804141,Has context,2019-05-27,2099-12-31,NA
35807484,35807480,Is a,2019-05-27,2099-12-31,NA
35804307,1387104,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803093,35807195,Is a,2019-05-27,2099-12-31,NA
35805099,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35803179,35806229,Has brand name,2019-05-27,2099-12-31,NA
35806958,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806327,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35806948,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806957,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35806368,35803670,Has context,2019-05-27,2099-12-31,NA
35805855,1329241,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803264,35806667,Has brand name,2019-05-27,2099-12-31,NA
35805457,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803446,35803480,Has context,2019-05-27,2099-12-31,NA
35804055,35803480,Has context,2019-05-27,2099-12-31,NA
35803622,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35805350,35802962,Has supportive med,2019-05-27,2099-12-31,NA
35804539,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806172,1308738,Has support med Rx,2019-05-27,2099-12-31,NA
35805082,35803095,Has antineoplastic,2019-05-27,2099-12-31,NA
35805817,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805983,35803384,Has antineoplastic,2019-05-27,2099-12-31,NA
35803076,35807247,Is a,2019-05-27,2099-12-31,NA
35802870,35803605,Has brand name,2019-05-27,2099-12-31,NA
35806057,35806052,Has supportive med,2019-05-27,2099-12-31,NA
35806113,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804225,35803250,Has antineoplastic,2019-05-27,2099-12-31,NA
35803257,35807266,May have route,2019-05-27,2099-12-31,NA
35806625,35803584,Has context,2019-05-27,2099-12-31,NA
35807023,35803384,Has antineoplastic,2019-05-27,2099-12-31,NA
35807019,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803562,35803480,Has context,2019-05-27,2099-12-31,NA
35803366,35807196,May have route,2019-05-27,2099-12-31,NA
35803621,1000560,Has support med Rx,2019-05-27,2099-12-31,NA
35806061,35803396,Has supportive med,2019-05-27,2099-12-31,NA
35805653,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803734,1717704,Has support med Rx,2019-05-27,2099-12-31,NA
35806063,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35805847,35803384,Has antineoplastic,2019-05-27,2099-12-31,NA
35803130,35805953,Has brand name,2019-05-27,2099-12-31,NA
35804159,35804160,Has supportive med,2019-05-27,2099-12-31,NA
35806412,35803080,Has supportive med,2019-05-27,2099-12-31,NA
35806822,35803670,Has context,2019-05-27,2099-12-31,NA
35806061,35806052,Has supportive med,2019-05-27,2099-12-31,NA
35804014,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35806354,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803329,35807196,May have route,2019-05-27,2099-12-31,NA
35803672,35803480,Has context,2019-05-27,2099-12-31,NA
35804051,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35803513,35803183,Has antineoplastic,2019-05-27,2099-12-31,NA
35807194,35807190,Is a,2019-05-27,2099-12-31,NA
35804144,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35803230,35807195,Is a,2019-05-27,2099-12-31,NA
35806962,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803367,35807074,Has brand name,2019-05-27,2099-12-31,NA
35806468,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806982,35803514,Has context,2019-05-27,2099-12-31,NA
35806468,35802987,Has antineoplastic,2019-05-27,2099-12-31,NA
35803374,35807086,Has brand name,2019-05-27,2099-12-31,NA
35804334,1436678,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806949,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35805689,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805820,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35807027,35803384,Has antineoplastic,2019-05-27,2099-12-31,NA
35804334,35803584,Has context,2019-05-27,2099-12-31,NA
35803178,35807196,May have route,2019-05-27,2099-12-31,NA
35805061,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805337,35803584,Has context,2019-05-27,2099-12-31,NA
35805448,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35806063,35802962,Has supportive med,2019-05-27,2099-12-31,NA
35804050,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35804793,1318011,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803126,35807266,May have route,2019-05-27,2099-12-31,NA
35804345,35803584,Has context,2019-05-27,2099-12-31,NA
35804375,1305058,Has local therap Rx,2019-05-27,2099-12-31,NA
35806893,35804141,Has context,2019-05-27,2099-12-31,NA
35804337,35803584,Has context,2019-05-27,2099-12-31,NA
35803229,35806565,Has brand name,2019-05-27,2099-12-31,NA
35803078,35807196,May have route,2019-05-27,2099-12-31,NA
35802988,35804946,Has brand name,2019-05-27,2099-12-31,NA
35802942,35804500,Has brand name,2019-05-27,2099-12-31,NA
35805104,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35803215,35807196,May have route,2019-05-27,2099-12-31,NA
35804058,35803514,Has context,2019-05-27,2099-12-31,NA
35804203,35804141,Has context,2019-05-27,2099-12-31,NA
35802923,35804126,Has brand name,2019-05-27,2099-12-31,NA
35805104,1329241,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805052,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35804581,35803113,Has antineoplastic,2019-05-27,2099-12-31,NA
35803209,35807215,Is a,2019-05-27,2099-12-31,NA
35805346,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35803061,35807255,Is a,2019-05-27,2099-12-31,NA
35806319,19015523,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805121,35803480,Has context,2019-05-27,2099-12-31,NA
35804089,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35803527,35802996,Has antineoplastic,2019-05-27,2099-12-31,NA
35804050,1305058,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806909,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35805120,19078187,Has antineopl Rx,2019-05-27,2099-12-31,NA
35802875,35803634,Has brand name,2019-05-27,2099-12-31,NA
35805082,35803181,Has supportive med,2019-05-27,2099-12-31,NA
35806269,1703687,Has support med Rx,2019-05-27,2099-12-31,NA
35806982,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35806468,1329241,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803594,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35805641,35803296,Has antineoplastic,2019-05-27,2099-12-31,NA
35805089,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35803076,35805546,Has brand name,2019-05-27,2099-12-31,NA
35806273,35803149,Has antineoplastic,2019-05-27,2099-12-31,NA
35806893,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35803188,35807190,Is a,2019-05-27,2099-12-31,NA
35802866,35807220,Is a,2019-05-27,2099-12-31,NA
35805350,35803489,Has antineoplastic,2019-05-27,2099-12-31,NA
35804213,35804141,Has context,2019-05-27,2099-12-31,NA
35805056,35803296,Has antineoplastic,2019-05-27,2099-12-31,NA
35803091,35807196,May have route,2019-05-27,2099-12-31,NA
35804273,35804141,Has context,2019-05-27,2099-12-31,NA
35803529,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805247,35802987,Has antineoplastic,2019-05-27,2099-12-31,NA
35802985,35807220,Is a,2019-05-27,2099-12-31,NA
35804212,35804141,Has context,2019-05-27,2099-12-31,NA
35805038,35804578,Has supportive med,2019-05-27,2099-12-31,NA
35806172,1344905,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805653,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35804765,1389036,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803676,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35804246,35802939,Has antineoplastic,2019-05-27,2099-12-31,NA
35803575,35803584,Has context,2019-05-27,2099-12-31,NA
35804559,1318011,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803141,35805979,Has brand name,2019-05-27,2099-12-31,NA
35804581,35803113,Has immunosuppressor,2019-05-27,2099-12-31,NA
35803179,35806242,Has brand name,2019-05-27,2099-12-31,NA
35807388,35807190,Is a,2019-05-27,2099-12-31,NA
35804056,35803480,Has context,2019-05-27,2099-12-31,NA
35802975,35804830,Has brand name,2019-05-27,2099-12-31,NA
35806944,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35805337,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35804806,35803584,Has context,2019-05-27,2099-12-31,NA
35803312,35807195,Is a,2019-05-27,2099-12-31,NA
35806962,35804141,Has context,2019-05-27,2099-12-31,NA
35804157,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803363,35807190,Is a,2019-05-27,2099-12-31,NA
35804755,35804141,Has context,2019-05-27,2099-12-31,NA
35804798,35803008,Has supportive med,2019-05-27,2099-12-31,NA
35806319,35803008,Has antineoplastic,2019-05-27,2099-12-31,NA
35807364,35807190,Is a,2019-05-27,2099-12-31,NA
35804565,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35802975,35807220,Is a,2019-05-27,2099-12-31,NA
35803337,35807196,May have route,2019-05-27,2099-12-31,NA
35803229,35806562,Has brand name,2019-05-27,2099-12-31,NA
35806113,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35803125,35807266,May have route,2019-05-27,2099-12-31,NA
35806173,35803584,Has context,2019-05-27,2099-12-31,NA
35803537,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35804616,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
35806663,1329241,Has antineopl Rx,2019-05-27,2099-12-31,NA
35806836,35803041,Has antineoplastic,2019-05-27,2099-12-31,NA
35803574,1000560,Has support med Rx,2019-05-27,2099-12-31,NA
35805656,1338512,Has antineopl Rx,2019-05-27,2099-12-31,NA
35802975,35804832,Has brand name,2019-05-27,2099-12-31,NA
35806175,35802921,Has antineoplastic,2019-05-27,2099-12-31,NA
35807250,35807188,Is a,2019-05-27,2099-12-31,NA
35806412,1397599,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803474,35604205,Has antineopl Rx,2019-05-27,2099-12-31,NA
35803010,35805025,Has brand name,2019-05-27,2099-12-31,NA
35805846,35803385,Has antineoplastic,2019-05-27,2099-12-31,NA
35803366,35804578,Is a,2019-05-27,2099-12-31,NA
35805099,35802979,Has antineoplastic,2019-05-27,2099-12-31,NA
